transaction_id,customer_id,card_id,transaction_time,amount,merchant,merchant_category,location,ingestion_timestamp,source_file,batch_id
T0089,C007,CRD07,2026-04-30T11:33:28.000Z,443.97,McDonald's,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0868,C008,CRD08,2026-04-30T13:49:45.000Z,13175.89,BookMyShow,Entertainment,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0620,C009,CRD09,2026-04-28T11:03:43.000Z,1987.85,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0167,C003,CRD03,2026-04-30T06:10:38.000Z,402.46,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0094,C004,CRD04,2026-04-28T15:10:51.000Z,8762.82,DMart,Groceries,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0429,C003,CRD03,2026-04-29T13:35:33.000Z,105.89,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0493,C005,CRD05,2026-05-01T05:14:46.000Z,3874.28,Luxury Brand,Luxury,Surat,2026-07-13T18:59:19.304Z,transaction.csv,1
T0516,C002,CRD02,2026-04-29T04:05:02.000Z,2655.61,Swiggy,Food,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1125,C007,CRD07,2026-05-01T00:05:13.000Z,1352.72,Tiffany,Luxury,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0846,C002,CRD02,2026-04-30T05:55:53.000Z,9097.2,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0489,C003,CRD03,2026-04-28T08:53:11.000Z,1521.82,Blinkit,Groceries,Lucknow,2026-07-13T18:59:19.304Z,transaction.csv,1
T0323,C009,CRD09,2026-04-30T21:50:25.000Z,1349.04,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1176,C002,CRD02,2026-04-29T14:25:34.000Z,10831.7,BookMyShow,Entertainment,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0232,C001,CRD01,2026-04-30T06:17:35.000Z,271.31,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0737,C010,CRD10,2026-04-30T10:37:44.000Z,7049.62,Netflix,Entertainment,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0748,C006,CRD06,2026-04-30T22:11:08.000Z,2212.9,Louis Vuitton,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0703,C003,CRD03,2026-04-30T13:05:53.000Z,103.15,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0660,C007,CRD07,2026-04-29T15:43:27.000Z,3698.59,HPCL,Fuel,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0416,C001,CRD01,2026-04-30T17:57:09.000Z,1392.35,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0783,C002,CRD02,2026-04-30T11:31:59.000Z,236.46,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0270,C009,CRD09,2026-04-29T08:06:42.000Z,3063.56,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0518,C009,CRD09,2026-04-28T05:14:09.000Z,1539.43,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0860,C010,CRD10,2026-04-28T18:44:10.000Z,559.43,H&M,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0974,C009,CRD09,2026-04-29T16:39:53.000Z,58495.55,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0947,C006,CRD06,2026-04-30T19:07:50.000Z,903.84,Luxury Brand,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0036,C009,CRD09,2026-04-30T07:32:08.000Z,2968.06,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0694,C007,CRD07,2026-04-28T10:48:22.000Z,556.64,Dominos,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0659,C001,CRD01,2026-04-30T18:05:26.000Z,21209.32,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0757,C004,CRD04,2026-05-01T08:21:39.000Z,67031.16,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0081,C008,CRD08,2026-04-29T08:55:55.000Z,1688.99,Myntra,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0336,C006,CRD06,2026-04-29T16:21:17.000Z,1492.58,Tiffany,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0083,C007,CRD07,2026-04-29T17:17:48.000Z,281.9,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0605,C004,CRD04,2026-05-01T02:11:46.000Z,750.82,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0384,C002,CRD02,2026-04-30T14:44:07.000Z,220.82,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T1086,C009,CRD09,2026-04-29T06:04:29.000Z,2333.98,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1084,C001,CRD01,2026-05-01T02:39:51.000Z,639.24,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0482,C002,CRD02,2026-04-29T20:38:10.000Z,356.31,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0122,C009,CRD09,2026-04-29T05:41:01.000Z,3115.41,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0244,C009,CRD09,2026-04-28T21:14:31.000Z,2686.89,BookMyShow,Entertainment,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0449,C003,CRD03,2026-04-30T01:24:43.000Z,3394.55,Medplus,Healthcare,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0459,C002,CRD02,2026-05-01T07:53:53.000Z,278.77,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T1064,C005,CRD05,2026-04-29T00:24:05.000Z,2273.75,BookMyShow,Entertainment,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0856,C010,CRD10,2026-04-29T14:58:04.000Z,123.79,H&M,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0986,C001,CRD01,2026-04-30T23:29:03.000Z,1148.1,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0522,C005,CRD05,2026-04-30T09:11:24.000Z,739.97,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0837,C005,CRD05,2026-05-01T06:20:04.000Z,101.01,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0325,C010,CRD10,2026-04-30T07:29:06.000Z,6464.41,1mg,Healthcare,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0771,C010,CRD10,2026-04-29T08:55:50.000Z,11609.61,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0862,C004,CRD04,2026-04-30T22:14:02.000Z,3356.11,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0075,C004,CRD04,2026-04-29T04:47:32.000Z,3969.07,Netflix,Entertainment,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0310,C007,CRD07,2026-04-29T05:47:19.000Z,164.93,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0432,C002,CRD02,2026-04-30T07:21:47.000Z,340.27,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0891,C005,CRD05,2026-04-30T04:42:09.000Z,100.08,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0471,C004,CRD04,2026-04-29T15:12:25.000Z,2527.54,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0629,C005,CRD05,2026-04-28T15:25:35.000Z,897.57,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0301,C003,CRD03,2026-04-27T20:14:02.000Z,2292.92,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0628,C004,CRD04,2026-04-29T00:53:43.000Z,246.67,Max Fashion,Shopping,Surat,2026-07-13T18:59:19.304Z,transaction.csv,1
T1017,C001,CRD01,2026-04-28T09:38:58.000Z,1396.61,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0864,C010,CRD10,2026-04-28T02:24:16.000Z,216.17,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1009,C001,CRD01,2026-05-01T06:47:46.000Z,867.28,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0906,C003,CRD03,2026-04-28T19:01:14.000Z,146.35,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0691,C003,CRD03,2026-04-30T04:11:00.000Z,638.14,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0400,C010,CRD10,2026-04-30T14:09:22.000Z,581.83,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0728,C005,CRD05,2026-04-30T04:43:38.000Z,1924.45,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1041,C005,CRD05,2026-04-28T14:31:57.000Z,655.15,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0348,C006,CRD06,2026-04-30T10:33:59.000Z,1598.95,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0428,C003,CRD03,2026-04-29T02:14:43.000Z,226.32,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0910,C006,CRD06,2026-04-30T02:37:57.000Z,711.33,Luxury Brand,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1163,C004,CRD04,2026-04-29T17:21:13.000Z,1874.52,Reliance Digital,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0054,C002,CRD02,2026-04-30T01:14:07.000Z,132.86,McDonald's,Food,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0273,C008,CRD08,2026-04-29T10:06:48.000Z,1168.28,Meesho,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T1136,C008,CRD08,2026-04-29T11:43:18.000Z,197.98,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0209,C010,CRD10,2026-04-28T02:47:57.000Z,1314.12,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0021,C008,CRD08,2026-05-01T06:50:03.000Z,1097.09,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0427,C002,CRD02,2026-04-30T18:28:41.000Z,349.8,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0250,C009,CRD09,2026-05-01T05:22:58.000Z,1478.66,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0264,C006,CRD06,2026-04-29T21:13:42.000Z,1967.01,Louis Vuitton,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0675,C009,CRD09,2026-04-28T17:17:54.000Z,63991.33,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0293,C002,CRD02,2026-04-28T16:58:19.000Z,8804.17,Apollo Pharmacy,Healthcare,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0361,C001,CRD01,2026-04-28T17:11:31.000Z,34001.5,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T1101,C009,CRD09,2026-04-29T10:49:35.000Z,925.49,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0807,C003,CRD03,2026-04-30T07:34:09.000Z,219.22,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0374,C008,CRD08,2026-04-30T16:08:59.000Z,572.38,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0275,C002,CRD02,2026-04-29T16:07:50.000Z,339.78,Swiggy,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0253,C006,CRD06,2026-04-28T17:17:32.000Z,732,Luxury Brand,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0834,C004,CRD04,2026-04-28T11:14:36.000Z,1590.91,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0869,C007,CRD07,2026-04-30T23:25:35.000Z,86.06,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0989,C009,CRD09,2026-04-29T06:12:31.000Z,397.4,Zara,Shopping,Surat,2026-07-13T18:59:19.304Z,transaction.csv,1
T0235,C003,CRD03,2026-04-29T13:20:47.000Z,65.29,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0948,C007,CRD07,2026-04-30T06:35:11.000Z,74.24,McDonald's,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0183,C004,CRD04,2026-04-28T23:21:19.000Z,523.94,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0314,C010,CRD10,2026-04-30T00:44:27.000Z,17419.77,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0827,C010,CRD10,2026-04-30T06:34:38.000Z,196.32,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0289,C009,CRD09,2026-04-27T23:24:24.000Z,2756.78,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0430,C002,CRD02,2026-04-28T18:03:57.000Z,3986,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0913,C002,CRD02,2026-04-28T17:28:25.000Z,176.9,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0855,C003,CRD03,2026-04-28T10:37:40.000Z,475.63,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0599,C008,CRD08,2026-04-30T03:14:06.000Z,134.13,Myntra,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0109,C004,CRD04,2026-04-29T03:08:26.000Z,560.31,Luxury Brand,Luxury,Surat,2026-07-13T18:59:19.304Z,transaction.csv,1
T0731,C004,CRD04,2026-05-01T07:57:25.000Z,94532.74,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0160,C009,CRD09,2026-04-29T00:28:08.000Z,2534.23,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0426,C008,CRD08,2026-04-29T13:50:30.000Z,953.53,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0642,C009,CRD09,2026-04-29T07:15:15.000Z,1838.68,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0044,C005,CRD05,2026-05-01T03:52:25.000Z,958.59,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0056,C007,CRD07,2026-04-30T23:04:00.000Z,11767.43,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0234,C010,CRD10,2026-04-28T19:31:14.000Z,101.51,H&M,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0360,C009,CRD09,2026-04-29T18:45:47.000Z,261.6,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0453,C006,CRD06,2026-04-27T21:57:42.000Z,1953.4,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0027,C003,CRD03,2026-05-01T04:20:39.000Z,4828.94,Netflix,Entertainment,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0365,C002,CRD02,2026-04-30T18:08:02.000Z,210.14,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0305,C001,CRD01,2026-04-30T09:18:11.000Z,673.51,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0715,C001,CRD01,2026-04-30T08:15:42.000Z,79.57,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0050,C001,CRD01,2026-04-29T14:46:52.000Z,252.77,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0202,C002,CRD02,2026-04-29T11:57:36.000Z,340.14,McDonald's,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0633,C008,CRD08,2026-04-30T15:35:34.000Z,1714,HPCL,Fuel,Nagpur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0147,C003,CRD03,2026-04-29T06:02:18.000Z,514.04,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0408,C002,CRD02,2026-04-30T04:09:51.000Z,297.77,McDonald's,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0196,C010,CRD10,2026-04-29T07:39:31.000Z,696.81,Dominos,Food,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0609,C010,CRD10,2026-04-28T18:09:11.000Z,106.16,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0614,C009,CRD09,2026-05-01T07:46:43.000Z,484.92,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0751,C005,CRD05,2026-05-01T01:29:23.000Z,109.08,DMart,Groceries,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0446,C006,CRD06,2026-04-28T19:24:04.000Z,2039.23,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0072,C009,CRD09,2026-04-30T01:06:53.000Z,2574.46,Apple Store,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0886,C004,CRD04,2026-04-28T10:50:13.000Z,2182.47,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1152,C009,CRD09,2026-04-28T12:41:11.000Z,2915.91,Apple Store,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0618,C004,CRD04,2026-04-30T04:37:24.000Z,2107.97,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0851,C010,CRD10,2026-04-30T15:22:36.000Z,469.73,Zara,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0889,C005,CRD05,2026-04-28T05:22:55.000Z,2212.78,Blinkit,Groceries,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0177,C005,CRD05,2026-04-28T05:25:27.000Z,1262.27,Blinkit,Groceries,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1049,C007,CRD07,2026-04-30T23:30:50.000Z,11113.54,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0564,C001,CRD01,2026-04-29T09:10:42.000Z,1107.95,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0603,C007,CRD07,2026-04-30T18:05:33.000Z,3676.1,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0100,C008,CRD08,2026-04-29T02:13:49.000Z,1498.62,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0498,C003,CRD03,2026-04-29T18:41:02.000Z,500.12,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T1057,C007,CRD07,2026-04-28T13:57:27.000Z,3614.37,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0316,C004,CRD04,2026-04-29T01:34:43.000Z,2157.92,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0956,C002,CRD02,2026-04-30T21:12:26.000Z,1430.94,Blinkit,Groceries,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0247,C010,CRD10,2026-04-29T20:21:43.000Z,491.35,Max Fashion,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0602,C005,CRD05,2026-04-27T21:27:34.000Z,736.16,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0114,C009,CRD09,2026-04-29T16:09:09.000Z,1951.7,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T1198,C007,CRD07,2026-04-29T01:29:55.000Z,10918.87,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0338,C004,CRD04,2026-05-01T04:12:55.000Z,1551.29,Reliance Digital,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0726,C001,CRD01,2026-04-30T23:48:36.000Z,32368.29,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1045,C003,CRD03,2026-04-29T12:21:36.000Z,388.99,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0488,C007,CRD07,2026-04-30T23:04:55.000Z,117.48,Dominos,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0030,C009,CRD09,2026-04-28T23:56:05.000Z,262.31,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0914,C008,CRD08,2026-04-30T03:50:11.000Z,4917.92,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0808,C002,CRD02,2026-04-28T14:22:19.000Z,148.34,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T1157,C008,CRD08,2026-04-30T02:15:58.000Z,1841.85,Meesho,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T1113,C010,CRD10,2026-04-29T21:00:52.000Z,347.9,H&M,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0447,C006,CRD06,2026-04-28T00:33:13.000Z,975.12,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0476,C008,CRD08,2026-04-29T18:14:50.000Z,1236.88,Myntra,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0470,C010,CRD10,2026-04-30T04:47:22.000Z,4866.39,BPCL,Fuel,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0836,C004,CRD04,2026-05-01T07:59:53.000Z,2185.18,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0161,C010,CRD10,2026-04-30T21:57:26.000Z,166.91,Max Fashion,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0903,C008,CRD08,2026-04-30T06:26:35.000Z,14917.83,H&M,Shopping,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0335,C009,CRD09,2026-04-30T14:33:03.000Z,1627.5,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0344,C007,CRD07,2026-04-29T03:39:14.000Z,271.68,McDonald's,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0389,C008,CRD08,2026-05-01T07:51:56.000Z,638.64,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0037,C004,CRD04,2026-04-29T19:11:53.000Z,700.32,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1080,C001,CRD01,2026-05-01T06:05:18.000Z,1059.9,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0358,C009,CRD09,2026-05-01T08:20:10.000Z,3079.44,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0766,C002,CRD02,2026-04-29T01:35:29.000Z,155.81,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0119,C007,CRD07,2026-04-30T00:05:30.000Z,6894.37,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1016,C002,CRD02,2026-04-30T04:25:13.000Z,6507.82,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1063,C005,CRD05,2026-04-28T10:10:00.000Z,902.51,Blinkit,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0936,C008,CRD08,2026-04-29T03:12:14.000Z,111.62,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0274,C009,CRD09,2026-05-01T07:26:39.000Z,956.04,Apple Store,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0741,C006,CRD06,2026-04-30T11:42:16.000Z,425.76,Louis Vuitton,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1100,C007,CRD07,2026-05-01T03:57:58.000Z,1515.37,H&M,Shopping,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0911,C008,CRD08,2026-05-01T02:28:25.000Z,481.17,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0052,C003,CRD03,2026-04-30T20:43:02.000Z,74.68,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0108,C010,CRD10,2026-04-28T00:17:38.000Z,387.78,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0722,C003,CRD03,2026-04-29T07:07:50.000Z,171.99,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0796,C006,CRD06,2026-04-28T20:02:08.000Z,668.24,McDonald's,Food,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0733,C001,CRD01,2026-04-30T20:07:25.000Z,3050.27,IRCTC,Travel,Nagpur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0080,C007,CRD07,2026-04-30T13:45:15.000Z,189.2,McDonald's,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0850,C005,CRD05,2026-04-28T08:34:56.000Z,938.88,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0922,C009,CRD09,2026-04-30T13:12:43.000Z,1545.35,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T1130,C008,CRD08,2026-04-28T14:22:30.000Z,806.83,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0502,C002,CRD02,2026-04-29T11:48:14.000Z,2491.8,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0420,C001,CRD01,2026-04-27T21:39:39.000Z,401.45,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0067,C006,CRD06,2026-04-29T16:03:39.000Z,2305.61,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
